id,carat,cut,color,clarity,depth,table,price
36157,0.73,5,3,6,61.6,56.0,2846
36158,1.01,2,6,2,63.7,55.0,4118
36159,1.01,3,2,3,62.9,58.0,4759
36160,0.9,3,6,3,60.7,61.0,3689
36161,0.42,5,4,5,62.7,54.0,984
36162,0.58,5,4,6,61.9,57.0,2132
36163,0.34,5,4,4,62.0,54.0,765
36164,1.5,1,6,2,59.9,68.0,8190
36165,0.84,3,2,6,61.7,56.0,3392
36166,1.01,4,4,8,60.0,61.0,8120
36167,1.02,5,4,4,62.5,57.0,6352
36168,2.14,3,2,4,62.8,59.0,15931
36169,1.51,4,2,4,60.5,59.0,9682
36170,0.9,5,7,3,61.8,57.0,4919
36171,0.71,4,4,3,62.8,61.0,2215
36172,0.35,3,4,6,62.4,56.0,798
36173,1.22,4,4,3,62.1,58.0,6449
36174,1.51,3,4,4,62.1,57.0,11532
36175,0.29,5,4,6,60.7,54.0,607
36176,0.41,4,7,3,60.5,60.0,791
36177,0.7,3,6,5,61.3,60.0,2952
36178,1.01,2,4,5,59.2,63.0,6407
36179,2.35,3,2,2,58.5,57.0,15122
36180,1.08,5,7,3,62.7,57.0,6539
36181,1.34,3,4,2,63.2,57.0,5245
36182,0.53,3,6,3,59.7,59.0,1415
36183,0.56,4,6,4,61.8,56.0,1915
36184,0.5,3,7,4,63.3,54.0,1758
36185,0.52,5,7,4,62.6,55.0,1822
36186,1.06,3,3,3,59.1,58.0,5048
36187,0.51,5,6,3,61.5,57.0,1682
36188,0.32,5,4,5,61.2,56.0,645
36189,0.39,5,2,4,62.9,57.0,834
36190,1.03,5,7,5,61.5,57.0,8742
36191,0.52,4,5,3,59.5,59.0,1244
36192,1.01,5,3,5,59.8,59.0,5550
36193,1.01,4,5,4,60.9,58.0,6446
36194,1.04,5,6,6,62.9,55.0,10019
36195,1.61,3,6,2,61.9,57.0,8288
36196,0.41,3,6,6,63.8,58.0,1019
36197,1.0,3,3,2,59.7,58.0,4273
36198,2.3,4,3,2,60.6,59.0,14042
36199,0.9,4,7,3,59.5,57.0,3689
36200,1.02,4,5,2,59.9,59.0,4238
36201,1.17,4,2,2,62.7,57.0,4423
36202,0.9,3,5,3,63.3,57.0,4054
36203,1.62,4,1,3,62.0,60.0,8183
36204,0.73,3,4,2,62.2,58.0,2057
36205,0.72,3,6,4,61.4,58.0,2667
36206,0.71,5,5,3,61.2,55.0,3421
36207,0.59,4,3,3,62.4,58.0,1265
36208,1.23,5,1,3,61.3,54.0,5181
36209,0.72,5,1,6,61.6,56.0,1996
36210,0.33,4,4,5,62.8,58.0,854
36211,1.45,4,3,4,58.4,59.0,9216
36212,0.3,2,2,3,63.3,59.0,394
36213,0.54,4,6,3,62.2,61.0,1375
36214,1.04,3,5,2,62.3,58.0,4181
36215,1.05,1,7,2,65.4,59.0,3816
36216,0.64,1,5,4,57.0,62.5,2063
36217,0.74,5,7,2,61.1,57.0,2690
36218,0.91,4,6,2,61.6,60.0,3743
36219,0.7,5,6,2,62.0,58.0,2332
36220,0.74,5,4,2,61.7,56.0,2690
36221,0.72,3,4,3,63.1,57.0,2353
36222,1.2,3,4,5,63.4,56.0,8596
36223,0.59,3,2,3,62.8,59.0,1109
36224,2.04,4,2,1,59.3,61.0,8408
36225,1.04,2,3,1,63.9,58.0,3203
36226,1.01,2,7,3,63.8,58.0,5443
36227,0.53,5,5,6,61.0,57.0,2269
36228,0.32,5,3,5,62.8,55.0,720
36229,0.7,2,2,6,63.4,59.0,2394
36230,1.03,3,5,5,62.8,54.1,8089
36231,1.06,5,4,4,61.1,57.0,6667
36232,0.78,5,6,4,61.4,56.0,3582
36233,1.19,5,6,3,61.3,57.0,6911
36234,1.0,4,7,2,59.4,60.0,4626
36235,1.02,4,5,3,62.5,56.0,4884
36236,0.52,5,3,3,62.0,55.0,1730
36237,1.51,3,7,2,63.3,58.0,10362
36238,1.01,4,5,2,61.7,60.0,4533
36239,0.51,3,6,3,62.9,55.0,1284
36240,0.5,3,3,7,63.3,57.0,1715
36241,1.26,4,2,2,62.2,58.0,5398
36242,0.9,3,4,2,59.2,57.0,3303
36243,0.82,3,6,4,62.6,60.0,3641
36244,1.21,5,4,4,61.9,55.0,7996
36245,0.3,2,4,7,63.1,58.0,789
36246,0.5,2,6,3,64.0,56.0,1155
36247,1.55,5,4,6,62.5,57.0,15794
36248,1.67,5,5,4,61.8,57.0,17194
36249,0.33,5,5,7,61.7,55.0,880
36250,1.0,5,3,1,61.3,57.0,3080
36251,0.82,5,3,5,61.5,56.0,3364
36252,0.59,5,6,3,61.6,55.0,1994
36253,1.06,4,5,4,62.3,58.0,6399
36254,0.41,4,4,4,60.8,59.0,827
36255,0.24,3,5,7,61.7,56.0,485
36256,1.11,2,3,3,64.2,58.0,4606
36257,1.52,5,3,4,61.8,55.1,11333
36258,1.04,5,5,3,61.4,56.0,5663
36259,2.1,3,1,4,61.5,60.7,13340
36260,0.51,3,5,4,61.0,58.0,1569
36261,0.32,5,7,4,61.7,54.0,758
36262,1.06,5,2,2,62.7,58.0,4591
36263,0.31,5,3,4,62.1,53.8,502
36264,0.36,5,7,5,61.7,55.0,1064
36265,0.7,3,5,3,61.7,59.0,2313
36266,0.34,3,6,4,58.8,59.0,745
36267,0.55,5,5,2,62.3,57.0,1175
36268,0.51,5,7,4,61.9,55.0,1716
36269,0.3,3,6,4,62.4,57.0,658
36270,1.06,4,3,3,61.6,59.0,4785
36271,0.32,3,4,4,62.3,55.0,544
36272,1.51,2,2,5,64.0,60.0,8975
36273,1.29,4,3,4,61.2,60.0,7153
36274,2.04,5,2,3,62.8,57.0,14775
36275,0.65,1,5,4,58.3,64.0,1881
36276,0.39,4,3,3,62.0,60.0,834
36277,0.7,2,6,4,64.1,55.0,2793
36278,1.52,3,7,2,63.2,58.0,9030
36279,0.5,3,6,2,63.1,58.0,1181
36280,1.5,2,6,2,64.5,58.0,8492
36281,0.4,5,6,6,61.8,55.0,1158
36282,1.05,2,2,4,64.3,55.0,4550
36283,1.25,5,3,4,61.1,55.0,8498
36284,1.12,5,4,1,60.3,57.0,3874
36285,0.53,5,4,3,61.1,55.0,1549
36286,1.01,3,6,3,59.6,61.0,5411
36287,1.01,4,6,4,62.2,58.0,6968
36288,0.32,4,1,5,61.9,58.0,540
36289,0.32,5,7,4,62.2,55.0,972
36290,1.03,5,5,7,61.3,54.0,9881
36291,0.5,5,5,5,62.5,52.4,1679
36292,0.7,1,3,3,65.5,57.0,1865
36293,2.01,4,6,2,61.2,58.0,14948
36294,0.3,5,6,4,62.1,55.0,844
36295,1.1,5,5,2,62.4,56.0,5596
36296,1.59,3,3,4,60.7,61.1,11333
36297,0.31,5,6,7,61.1,56.0,865
36298,0.7,5,4,8,61.3,56.0,3949
36299,0.41,5,6,6,61.1,56.0,1243
36300,1.77,4,5,3,60.3,59.0,11965
36301,0.74,5,3,7,61.1,56.0,3804
36302,0.5,3,6,4,63.4,59.0,1629
36303,1.08,2,6,3,58.4,60.0,5575
36304,1.01,5,3,3,61.2,58.0,4943
36305,0.24,5,3,6,62.5,54.0,442
36306,0.72,5,7,4,62.1,57.0,3179
36307,1.21,3,5,4,63.5,58.0,7826
36308,0.3,4,7,4,60.5,58.0,911
36309,0.3,5,7,3,62.2,56.0,552
36310,0.34,4,6,4,61.1,60.0,745
36311,0.3,3,4,6,62.9,55.0,638
36312,1.21,3,6,1,63.3,63.0,3795
36313,1.53,3,2,5,62.8,55.0,10602
36314,0.52,5,7,4,61.8,57.0,1919
36315,2.36,5,2,2,60.8,54.0,11238
36316,0.59,3,5,4,61.6,56.0,1784
36317,1.22,5,4,6,60.0,58.0,11003
36318,1.0,1,3,2,64.4,57.0,3192
36319,0.71,4,6,3,61.4,58.0,2817
36320,1.02,3,5,2,58.7,63.0,3875
36321,0.53,5,6,4,62.1,54.6,1690
36322,1.03,4,7,2,62.5,54.0,4764
36323,0.72,5,3,3,62.3,54.0,2354
36324,0.29,3,4,7,62.0,55.0,607
36325,1.53,5,4,2,61.7,57.0,7240
36326,1.23,4,4,6,59.6,59.0,8971
36327,0.33,5,4,4,62.3,55.0,743
36328,1.5,2,3,4,63.6,58.0,10291
36329,1.12,4,4,2,61.0,60.0,3838
36330,1.22,5,3,2,61.7,56.0,5502
36331,0.31,3,2,4,59.3,59.0,406
36332,2.6,1,4,2,64.6,57.0,17027
36333,1.21,5,3,4,62.9,55.0,7562
36334,1.0,3,3,3,62.0,54.0,4995
36335,0.31,5,3,4,62.2,55.0,489
36336,1.1,5,5,7,62.7,57.0,10861
36337,1.01,5,6,3,61.1,57.0,6346
36338,0.43,5,7,5,62.1,55.0,1207
36339,0.7,5,6,2,61.2,55.0,2239
36340,1.07,1,6,2,62.2,66.0,4496
36341,0.3,5,3,7,62.3,55.0,665
36342,0.4,4,4,8,59.8,58.0,1397
36343,1.06,5,4,5,61.7,55.0,8093
36344,2.11,5,7,2,62.7,56.0,16404
36345,0.41,4,4,4,61.7,61.0,1061
36346,0.72,4,5,2,60.5,59.0,2298
36347,1.58,4,4,5,60.8,58.0,11380
36348,0.32,3,3,5,63.0,55.0,561
36349,0.4,3,4,3,60.0,63.0,900
36350,1.57,4,4,3,59.5,58.0,10914
36351,1.08,5,4,4,61.3,56.0,6706
36352,0.7,4,6,3,59.1,62.0,2592
36353,0.94,3,5,2,62.6,57.0,3938
36354,1.25,4,3,4,60.4,59.0,7246
36355,0.43,4,7,3,62.4,60.0,1022
36356,0.61,5,6,5,61.6,57.0,2161
36357,0.31,4,4,7,59.8,62.0,977
36358,1.04,5,7,6,60.9,57.0,11511
36359,0.4,5,1,5,62.2,54.0,633
36360,0.58,5,6,4,61.7,57.0,1683
36361,0.51,5,6,4,61.8,56.0,1781
36362,0.81,4,1,4,60.6,60.0,2129
36363,1.01,2,4,4,63.6,56.0,10181
36364,1.71,4,2,4,61.5,58.0,9116
36365,0.73,4,2,2,62.0,57.0,1927
36366,1.01,2,5,5,59.0,62.0,6794
36367,1.06,5,6,2,60.7,57.0,3977
36368,1.01,5,6,3,62.4,56.0,5599
36369,0.9,3,6,3,62.1,59.0,4201
36370,1.2,3,1,3,63.1,61.0,4476
36371,0.43,3,4,4,62.9,56.0,863
36372,0.44,4,4,7,60.9,59.0,1294
36373,0.92,1,3,2,64.5,60.0,3536
36374,0.51,4,3,3,61.9,56.0,1116
36375,1.22,5,2,2,61.3,57.0,5226
36376,1.56,4,4,4,61.9,58.0,13299
36377,0.3,5,6,5,62.2,53.8,703
36378,1.32,5,4,6,62.3,57.0,11419
36379,0.53,3,6,5,58.5,61.0,1852
36380,0.3,3,5,4,63.4,59.0,725
36381,1.0,3,6,3,60.9,59.0,5082
36382,1.02,3,4,8,62.3,59.0,8624
36383,0.72,5,1,5,61.1,56.0,2177
36384,0.71,5,7,2,60.2,57.0,2262
36385,0.23,3,7,6,59.6,61.0,499
36386,1.04,3,1,4,59.5,59.0,4451
36387,0.3,4,7,6,62.4,58.0,965
36388,0.31,2,3,7,63.7,56.0,612
36389,0.27,3,6,6,63.0,56.0,622
36390,0.9,2,7,2,59.5,62.0,3798
36391,0.4,5,6,4,62.4,56.0,975
36392,1.51,3,2,5,60.7,60.0,9979
36393,0.72,4,4,2,60.6,61.0,1588
36394,1.01,4,4,2,60.1,60.0,4270
36395,0.38,5,6,3,61.4,57.0,653
36396,0.51,5,4,6,61.8,56.0,1875
36397,0.62,5,4,6,61.8,57.0,2548
36398,0.31,4,4,4,60.9,58.0,544
36399,0.94,4,5,3,59.8,61.0,4748
36400,0.45,5,1,7,61.9,56.0,978
36401,0.51,4,6,5,61.8,58.0,1758
36402,1.09,5,3,3,62.5,56.0,5219
36403,1.21,3,2,4,63.4,57.0,5387
36404,0.33,5,3,5,61.8,56.0,743
36405,0.7,4,3,5,61.8,62.0,2375
36406,0.4,3,4,8,62.3,59.0,1173
36407,0.3,5,5,7,62.4,54.0,802
36408,0.3,3,4,6,62.7,56.0,684
36409,0.83,5,2,4,62.9,56.0,2201
36410,0.72,3,6,4,63.2,58.0,2923
36411,0.3,5,6,7,60.1,57.0,956
36412,1.05,4,3,3,62.5,57.0,4558
36413,0.72,5,7,3,61.1,59.0,2993
36414,1.06,5,3,4,62.5,57.0,5889
36415,1.21,4,2,3,62.3,59.0,5556
36416,1.02,2,5,3,63.3,58.0,4948
36417,0.31,5,4,7,62.4,56.0,772
36418,1.09,5,5,2,61.2,55.0,5016
36419,0.52,5,5,4,62.5,56.0,1629
36420,0.72,5,2,5,61.0,57.0,2048
36421,0.53,5,6,4,61.4,56.0,1721
36422,0.71,2,5,5,58.0,61.0,2559
36423,0.55,2,6,4,60.3,61.0,1715
36424,1.3,4,3,5,61.5,58.0,7855
36425,0.31,4,5,4,62.3,60.0,802
36426,0.3,4,5,6,61.4,59.0,945
36427,0.7,5,5,4,61.4,58.0,3011
36428,0.23,3,6,7,61.7,59.0,478
36429,0.35,5,7,4,62.4,57.0,829
36430,0.5,5,1,5,63.0,56.0,984
36431,1.01,4,4,2,62.5,60.0,4249
36432,1.54,4,5,3,62.8,58.0,9926
36433,0.5,2,5,4,59.7,63.0,1354
36434,1.01,1,4,3,66.1,56.0,3671
36435,1.27,5,5,4,62.8,56.0,6543
36436,1.09,5,4,2,61.2,57.0,4586
36437,0.53,4,5,4,61.9,58.0,1753
36438,1.0,5,7,7,60.7,56.0,14498
36439,0.35,3,4,5,61.5,60.0,676
36440,0.36,4,5,6,62.7,58.0,983
36441,1.54,2,2,5,63.6,60.0,10164
36442,1.0,5,6,2,61.8,57.0,4829
36443,0.33,5,4,5,62.3,54.0,854
36444,0.41,3,6,5,62.8,58.0,1079
36445,1.29,5,2,3,61.9,56.0,6372
36446,0.36,5,2,8,60.8,57.0,852
36447,0.58,3,6,3,61.5,58.0,1424
36448,0.92,5,4,3,62.6,56.0,4173
36449,0.32,5,6,7,61.6,56.0,1061
36450,0.31,5,7,4,61.5,56.0,942
36451,1.02,4,4,2,61.8,58.0,3496
36452,0.5,3,6,4,61.8,57.0,1547
36453,0.3,4,6,3,61.3,60.0,675
36454,0.31,3,3,5,61.4,56.0,544
36455,0.56,3,4,6,61.4,57.0,2010
36456,0.62,4,5,2,59.1,58.0,1234
36457,0.39,4,1,5,61.6,59.0,790
36458,0.3,3,6,6,61.4,60.0,789
36459,0.9,4,6,3,61.3,60.0,4209
36460,0.45,3,7,3,61.0,59.0,927
36461,0.72,5,5,5,61.5,56.0,3759
36462,0.36,5,6,5,62.4,55.0,852
36463,0.35,4,2,4,61.2,58.0,491
36464,0.82,4,2,4,62.2,59.0,2716
36465,0.36,5,6,5,61.7,56.0,1094
36466,1.01,4,6,3,59.2,60.0,5656
36467,1.07,5,5,3,62.7,56.0,5982
36468,1.5,4,7,2,58.9,60.0,8518
36469,0.55,5,4,4,62.2,54.0,1588
36470,0.41,4,4,4,59.8,61.0,1061
36471,0.3,4,2,3,60.9,59.0,506
36472,0.29,5,4,7,60.2,56.0,673
36473,2.09,5,4,2,62.5,57.0,11119
36474,0.74,3,2,7,62.6,57.0,2666
36475,0.4,5,4,2,60.6,56.0,651
36476,2.14,5,2,3,62.1,58.0,17213
36477,0.49,3,3,6,62.3,57.0,1588
36478,0.57,3,4,3,60.4,58.0,1273
36479,0.4,4,6,3,60.1,59.0,737
36480,0.52,3,7,4,59.4,61.0,1701
36481,0.71,3,2,2,63.7,57.0,1875
36482,0.9,5,6,2,62.0,55.0,3662
36483,0.31,5,3,6,62.6,56.0,802
36484,0.3,2,6,6,63.0,58.0,622
36485,0.3,3,6,4,61.6,54.0,600
36486,1.01,3,5,4,62.3,59.0,6770
36487,0.38,4,6,2,61.6,57.0,812
36488,1.5,4,4,4,62.9,54.0,12308
36489,1.12,5,4,6,61.9,57.0,9214
36490,0.55,5,1,4,60.4,58.0,1133
36491,0.29,5,4,6,61.9,56.0,607
36492,1.01,3,6,6,60.2,60.0,9076
36493,1.66,3,2,3,63.0,57.0,8901
36494,1.01,5,4,8,62.8,57.0,8778
36495,0.4,2,6,3,63.8,56.0,687
36496,0.52,4,7,3,60.7,58.0,1376
36497,1.5,1,3,1,65.7,58.0,4939
36498,0.91,4,4,3,61.8,60.0,4045
36499,1.08,3,4,4,62.3,58.0,6415
36500,0.5,5,3,3,61.3,56.0,1666
36501,1.04,5,2,3,61.7,57.0,4344
36502,1.5,4,6,2,59.5,55.0,10080
36503,2.04,4,2,4,62.5,58.0,17028
36504,1.2,5,4,6,62.3,54.0,10812
36505,0.45,4,2,3,60.3,59.0,941
36506,0.71,5,3,5,62.8,57.0,2685
36507,0.31,5,2,4,61.2,55.0,421
36508,0.41,3,5,4,61.1,56.0,863
36509,0.42,3,5,6,61.6,59.0,1131
36510,1.4,3,1,3,63.5,58.0,6145
36511,1.2,5,3,4,60.8,55.0,7190
36512,0.56,4,6,5,60.1,61.0,1882
36513,0.86,1,4,4,66.5,54.1,3418
36514,1.28,4,3,4,59.4,60.0,5878
36515,0.33,4,5,4,62.4,58.0,854
36516,0.38,2,4,5,63.9,60.0,962
36517,0.52,3,6,3,59.3,59.0,1438
36518,0.71,5,6,4,62.2,57.0,3073
36519,2.06,4,4,3,61.5,58.0,18439
36520,2.02,5,5,2,62.7,57.0,13453
36521,0.21,3,6,4,63.2,54.0,386
36522,0.31,5,6,3,61.8,53.9,542
36523,1.35,4,6,2,61.5,58.0,5758
36524,1.56,5,5,3,61.2,57.0,11148
36525,0.36,4,7,2,61.2,59.0,537
36526,0.26,3,6,4,59.2,58.0,453
36527,1.16,5,7,6,61.9,55.0,12314
36528,0.44,5,3,3,61.9,57.0,733
36529,0.98,3,6,2,61.1,60.0,3895
36530,1.01,4,2,2,59.4,57.0,3971
36531,1.22,5,3,4,61.4,57.0,6947
36532,0.3,5,6,6,61.2,61.0,731
36533,1.2,4,2,4,62.6,58.0,5699
36534,1.76,5,4,4,60.3,57.0,17442
36535,0.4,2,3,2,63.7,59.0,561
36536,1.2,3,2,4,62.5,59.0,5724
36537,0.32,4,5,4,61.7,58.0,828
36538,1.0,2,3,4,63.9,57.0,3819
36539,1.0,4,4,4,61.6,54.0,6216
36540,0.51,3,6,6,62.1,55.0,2056
36541,1.23,5,5,4,62.4,54.0,10342
36542,1.13,3,2,3,61.5,60.0,4766
36543,0.5,5,4,7,62.7,57.0,1966
36544,0.51,5,4,4,62.4,56.0,1438
36545,0.38,5,4,2,61.7,56.0,587
36546,0.3,5,7,2,62.1,57.0,447
36547,2.0,1,3,3,65.1,56.0,14430
36548,1.06,3,3,3,59.3,59.0,5664
36549,0.9,3,2,3,61.4,55.0,3271
36550,1.0,5,2,5,60.4,55.0,5385
36551,0.41,5,4,7,61.6,57.0,1055
36552,1.07,4,3,2,62.2,59.0,4119
36553,0.5,5,7,4,62.5,54.0,1752
36554,0.51,5,7,4,60.5,56.0,1644
36555,0.71,5,7,2,62.0,54.0,2934
36556,0.43,3,7,2,61.1,58.0,716
36557,0.54,5,7,3,62.1,56.0,1662
36558,1.04,4,2,3,61.8,60.0,4368
36559,0.7,4,5,4,61.6,60.0,2762
36560,0.9,3,5,3,62.6,60.0,3950
36561,0.4,3,5,8,62.8,57.0,1404
36562,0.52,5,4,4,61.3,56.0,1737
36563,0.81,4,2,3,61.8,58.0,2313
36564,0.74,4,2,2,59.8,58.0,2042
36565,1.36,5,4,6,61.1,57.0,11848
36566,0.39,3,6,4,60.1,61.0,889
36567,1.58,4,2,5,61.1,59.0,10618
36568,1.29,3,2,5,61.1,58.0,5562
36569,2.16,4,1,7,61.5,58.0,17891
36570,0.3,5,5,3,61.9,56.0,475
36571,0.7,3,5,4,62.2,56.0,2400
36572,0.34,4,6,2,62.4,59.0,477
36573,0.31,4,3,3,61.1,55.0,573
36574,0.32,2,7,3,63.1,56.0,589
36575,2.01,3,3,2,63.0,59.0,15773
36576,1.01,3,5,2,62.7,59.0,4416
36577,1.27,5,3,3,60.1,58.0,6858
36578,1.2,2,2,3,62.3,58.0,5211
36579,0.35,5,6,4,61.7,55.0,767
36580,0.51,5,7,2,61.1,56.0,1359
36581,0.52,3,5,7,61.7,56.0,2205
36582,0.54,2,7,2,59.1,65.0,1377
36583,0.51,5,4,3,61.7,54.0,1237
36584,0.7,4,4,4,58.2,60.0,2328
36585,1.0,4,1,3,62.7,57.0,3416
36586,1.01,4,5,3,59.8,60.0,5249
36587,0.3,5,4,5,60.4,55.0,637
36588,0.24,3,5,6,61.8,56.0,608
36589,0.3,3,6,3,60.6,56.0,526
36590,0.9,2,3,4,64.0,57.0,3538
36591,1.29,4,5,5,61.3,61.0,10801
36592,0.53,4,6,3,62.1,58.0,1395
36593,2.0,5,5,2,62.0,57.0,17710
36594,0.9,3,4,4,61.0,60.0,4210
36595,0.35,5,5,4,62.2,55.0,906
36596,0.41,3,3,8,62.9,54.0,1187
36597,0.5,5,4,2,60.0,57.0,1038
36598,0.96,3,3,3,63.1,58.0,4064
36599,1.01,3,5,2,60.8,63.0,3945
36600,0.92,3,1,3,62.6,58.0,3170
36601,1.04,4,7,6,60.8,58.0,10314
36602,1.79,4,1,3,60.9,60.0,9205
36603,0.72,3,3,2,63.5,55.0,1799
36604,1.76,4,1,5,62.0,58.0,11177
36605,1.51,4,1,6,62.5,59.0,8930
36606,0.41,5,4,5,61.7,57.0,961
36607,0.4,5,3,6,62.4,57.0,877
36608,0.71,5,3,4,61.8,55.0,3080
36609,0.72,3,6,3,62.0,57.0,2562
36610,0.91,5,5,2,61.7,55.0,3196
36611,0.9,4,5,3,62.6,60.0,3881
36612,0.7,4,5,3,61.6,58.0,2463
36613,0.83,4,4,5,58.8,58.0,3602
36614,0.8,3,3,5,61.7,62.0,3209
36615,2.5,1,4,1,64.7,57.0,7854
36616,0.72,4,7,4,61.0,59.0,2721
36617,1.13,4,4,6,61.4,58.0,7875
36618,0.33,5,2,8,61.6,55.0,694
36619,0.36,5,4,8,61.9,55.0,1029
36620,0.5,1,7,3,64.6,61.0,1238
36621,0.58,3,3,3,62.1,55.0,1239
36622,2.07,3,3,3,59.5,59.0,18489
36623,1.22,3,3,5,62.4,59.0,7673
36624,0.7,3,4,6,63.4,59.0,2905
36625,0.53,3,4,4,62.5,56.0,1450
36626,0.51,5,3,5,61.2,55.0,1780
36627,0.31,5,7,4,62.5,56.0,942
36628,1.21,2,4,6,63.8,55.0,6559
36629,1.53,4,4,5,61.0,60.0,14214
36630,1.0,5,1,2,62.1,56.0,3465
36631,0.71,4,6,4,62.3,58.0,2823
36632,1.12,4,5,2,61.6,58.0,4654
36633,0.5,5,6,2,62.5,57.0,1240
36634,1.5,4,4,4,58.4,58.0,11189
36635,1.32,5,4,6,61.6,56.0,13261
36636,0.74,3,6,2,61.7,56.0,2179
36637,0.3,5,7,6,62.0,53.0,814
36638,0.34,4,4,4,62.0,59.0,596
36639,0.41,5,7,4,62.4,55.0,1007
36640,0.59,5,5,4,62.9,55.0,1743
36641,0.4,5,4,5,62.8,56.0,1125
36642,0.43,4,5,5,61.0,57.0,1129
36643,0.43,5,5,3,61.3,56.0,948
36644,2.18,4,3,2,59.1,60.0,17473
36645,0.71,1,7,2,64.6,60.0,2198
36646,1.51,4,3,4,62.3,59.0,11540
36647,0.51,5,4,5,61.2,55.0,1634
36648,1.01,2,5,2,63.6,59.0,4072
36649,0.39,3,4,6,62.1,55.0,875
36650,0.31,4,4,4,60.9,58.0,698
36651,0.76,5,7,3,62.3,55.0,3732
36652,1.05,5,3,4,61.7,57.0,5728
36653,0.23,3,6,7,61.4,59.0,530
36654,1.01,3,5,5,61.0,58.0,6719
36655,0.3,5,1,5,59.7,57.0,394
36656,0.41,5,7,5,62.3,56.0,1018
36657,0.5,3,3,3,60.0,55.0,1148
36658,1.0,2,7,4,60.7,61.0,7026
36659,0.32,5,4,8,61.6,55.0,918
36660,0.8,5,5,3,60.1,60.0,3293
36661,0.34,4,7,3,62.0,58.0,584
36662,1.02,5,3,4,62.4,57.0,5666
36663,0.7,3,6,2,62.8,59.0,2453
36664,0.33,5,2,3,62.7,56.0,445
36665,0.28,3,2,4,61.9,57.0,379
36666,0.56,3,6,5,62.0,58.9,2027
36667,0.3,5,3,4,62.4,54.0,491
36668,0.31,4,2,4,60.8,60.0,558
36669,1.22,3,4,4,62.7,58.0,8377
36670,1.23,4,3,5,61.1,58.0,7577
36671,0.32,5,6,4,60.8,57.0,769
36672,1.03,3,3,3,63.4,62.0,4406
36673,0.4,4,7,3,61.7,58.0,990
36674,0.23,3,6,6,58.0,60.0,465
36675,1.26,3,5,8,60.0,60.0,14095
36676,1.75,5,4,4,61.5,57.0,17343
36677,0.75,4,3,4,60.8,57.0,2484
36678,1.83,4,4,1,62.0,58.0,6313
36679,1.2,5,2,5,62.5,55.0,6639
36680,0.56,5,7,6,61.7,58.0,2612
36681,0.35,4,4,7,61.8,57.0,1103
36682,0.55,5,3,2,62.6,56.0,1037
36683,1.02,5,2,1,61.7,56.0,2872
36684,1.0,5,4,5,62.7,53.0,7114
36685,1.2,4,3,2,62.0,58.0,5376
36686,0.6,4,7,3,60.4,60.0,1996
36687,0.76,4,6,4,60.5,56.0,3447
36688,1.56,5,3,2,62.1,58.0,8517
36689,1.64,4,2,3,62.4,58.0,8716
36690,2.03,5,4,3,60.0,55.8,18757
36691,1.0,1,2,3,67.9,62.0,2856
36692,0.32,3,7,2,63.4,56.0,612
36693,0.24,3,3,6,60.7,58.0,432
36694,1.01,3,3,3,63.4,55.0,4249
36695,0.31,4,6,6,61.4,60.0,1046
36696,0.3,5,3,3,62.2,57.0,450
36697,2.01,3,2,4,62.1,60.0,15919
36698,1.04,2,3,2,57.9,58.0,4193
36699,1.01,2,3,2,63.9,58.0,3888
36700,0.31,3,3,3,61.7,59.0,435
36701,1.5,5,1,7,62.2,59.0,9814
36702,0.32,5,5,6,60.4,57.0,829
36703,1.03,5,5,3,61.3,56.0,6059
36704,0.7,2,5,5,64.0,56.0,2401
36705,0.55,5,6,3,60.6,56.0,1668
36706,1.01,3,3,4,63.3,57.0,4559
36707,0.34,5,3,3,61.5,55.0,647
36708,0.55,5,6,3,60.9,56.0,1556
36709,0.5,3,6,4,60.2,60.0,1561
36710,0.4,3,4,7,60.7,55.0,1066
36711,0.33,4,6,3,61.1,58.0,579
36712,1.01,4,3,3,60.0,62.0,4836
36713,1.06,5,7,4,62.5,54.0,6856
36714,1.62,4,5,3,63.0,58.0,13298
36715,0.5,5,7,3,60.9,57.0,1654
36716,1.01,5,6,4,62.1,56.0,7355
36717,0.5,4,7,2,62.2,58.0,1190
36718,0.24,3,6,5,59.8,58.0,419
36719,0.41,5,6,2,61.5,58.0,654
36720,0.34,4,3,4,61.7,60.0,537
36721,0.9,4,7,4,58.7,62.0,4505
36722,0.31,4,4,5,59.9,59.0,617
36723,1.0,5,7,3,62.7,57.0,6073
36724,0.58,3,4,6,59.1,59.6,2021
36725,0.9,3,2,4,60.7,59.0,3709
36726,0.51,2,7,3,63.4,59.0,1193
36727,1.21,3,3,3,60.4,58.0,6892
36728,0.34,3,3,5,62.3,57.0,590
36729,0.34,5,7,5,60.7,57.0,961
36730,0.4,4,5,6,62.2,59.0,1163
36731,0.31,5,6,4,62.3,57.0,680
36732,0.91,4,6,4,61.1,58.0,5055
36733,1.08,3,1,2,63.2,59.0,3810
36734,0.57,5,2,5,61.0,56.0,1665
36735,0.51,5,6,4,60.4,57.0,1656
36736,1.0,3,5,4,61.9,58.0,6927
36737,1.03,5,7,2,60.7,55.0,4752
36738,0.3,3,7,3,62.6,56.0,552
36739,1.01,3,6,3,63.1,57.0,5085
36740,0.3,5,4,8,62.2,56.0,850
36741,1.09,5,5,6,62.1,56.0,10246
36742,1.0,1,2,3,56.4,61.0,3920
36743,0.53,3,5,3,61.6,57.0,1359
36744,0.9,2,4,4,60.8,56.0,4210
